분류,자치구,공연/행사명,날짜,장소,기관명,시작일,종료일,X좌표(WGS84),Y좌표(WGS84),X좌표(GRS80TM),Y좌표(GRS80TM)
교육/체험,중구,[서울디자인재단] DDP 서울디자인런 브랜드 포럼 : 좋은 브랜드는 어떻게 만들어질까?,2025-12-19~2025-12-19,동대문디자인플라자(DDP) 디자인랩 3층 디자인홀,동대문디자인플라자(DDP),2025.12.19 0:00,2025.12.19 0:00,127.0097797,37.56735732,956708.2068994156,1952112.0812737872
국악,송파구,[송파문화재단] 송파상대놀이 명작화 특별 공연 [나비야 나비야 우리 같이 살아보자],2025-12-19~2025-12-19,송파문화예술회관,송파문화재단,2025.12.19 0:00,2025.12.19 0:00,127.0934902,37.50235785,964069.6197642252,1944865.506755208
콘서트,영등포구,[2025 국회도서관 송년콘서트] 브라스와 성악이 만나는곳 국회도서관 음악이 흐르는 밤,2025-12-19~2025-12-19,국회도서관 대강당,기타,2025.12.19 0:00,2025.12.19 0:00,126.9164039,37.53291197,948438.3146288788,1948337.6535859248
교육/체험,중구,[서울 문화의 밤] 12월 방구석 북토크 - 책 읽는 시민이 답이다(오지은),2025-12-19~2025-12-19,서울도서관 1층 생각마루,서울도서관,2025.12.19 0:00,2025.12.19 0:00,126.9778292,37.56631742,953885.9689686766,1952011.9084252336
클래식,서초구,[서초문화재단] 서리풀청년예술단 [서초M.스타즈] 4기 실내악 시리즈 Ⅳ ,2025-12-19~2025-12-19,심산기념문화센터 2층 반포심산아트홀,서초문화재단,2025.12.19 0:00,2025.12.19 0:00,126.9912425,37.49883446,955030.0334355916,1944518.5547814665
교육/체험,종로구,"성탄 특집 - 중독, 신께 무릎 꿇다 [도박중독 회복자가 말한다]",2025-12-19~2025-12-19,자기사랑 세미나실 2층 ,기타,2025.12.19 0:00,2025.12.19 0:00,126.9972312,37.58517828,955610.6106127064,1954095.085917836
기타,관악구,[관악문화재단] 2025년 청년문화포럼 [청년문화와 트렌드],2025-12-19~2025-12-19,관악청년청 3층 다목적강당,관악문화재단,2025.12.19 0:00,2025.12.19 0:00,126.9449624,37.46755336,950918.7635116624,1941071.2328111068
전시/미술,종로구,[국립고궁박물관] 한?일 국교정상화 60주년 기념 특별전 [천년을 흘러온 시간],2025-12-18~2026-02-18,1층 기획전시실Ⅲ?Ⅳ,기타,2025.12.18 0:00,2026.2.18 0:00,126.9749748,37.57659162,953640.258020376,1953153.186059718
전시/미술,송파구,김희수 개인전 [끝내 내가 보고 싶은 것],2025-12-18~2026-02-08,에브리데이몬데이,기타,2025.12.18 0:00,2026.2.8 0:00,127.1057572,37.50885519,965156.893493598,1945581.7312750912
축제-문화/예술,중구,[서울디자인재단] 서울라이트 DDP 2025 겨울,2025-12-18~2025-12-31,동대문디자인프라자(DDP) 전면부 일대,서울디자인재단,2025.12.18 0:00,2025.12.31 0:00,127.0097797,37.56735732,956708.2068994156,1952112.0812737872
전시/미술,종로구,[노화랑] 홍영훈 개인전 [네버 에버 랜드],2025-12-18~2025-12-29,"노화랑 1, 2층 전시관",기타,2025.12.18 0:00,2025.12.29 0:00,126.9840857,37.57486032,954443.701729154,1952956.6498846896
전시/미술,중구,DDP 겨울 스페셜투어: 나이트&라이트 투어,2025-12-18~2025-12-24,DDP 전역,동대문디자인플라자(DDP),2025.12.18 0:00,2025.12.24 0:00,127.0097797,37.56735732,956708.2068994156,1952112.0812737872
전시/미술,양천구,"임진석, 윤강현 무용 회화 전시 [Epilogue : movement exhibition]",2025-12-18~2025-12-23,갈산문화예술센터 1층 전시실,기타,2025.12.18 0:00,2025.12.23 0:00,126.8702069,37.51076244,944340.2393530871,1945906.6094858912
무용,종로구,[세종문화회관] 서울시무용단 [안무가 랩: 듀오],2025-12-18~2025-12-21,세종문화회관 세종S씨어터,세종문화회관,2025.12.18 0:00,2025.12.21 0:00,126.9760053,37.5726241,953728.7969967966,1952712.5005738556
전시/미술,강남구,K-핸드메이드페어 2025,2025-12-18~2025-12-21,서울 삼성동 코엑스 1층  B홀,기타,2025.12.18 0:00,2025.12.21 0:00,127.059159,37.51182391,961040.076085128,1945929.366482106
무용,마포구,[마포문화재단] 2025 M 송년시리즈Ⅱ 발레 [호두까기 인형],2025-12-18~2025-12-21,마포아트센터 아트홀맥,마포문화재단,2025.12.18 0:00,2025.12.21 0:00,126.9455338,37.54990609,951023.1291955884,1950207.4899084808
클래식,서초구,[서초문화재단] 모차르트 피아노 협주곡 전곡 시리즈 2,2025-12-18~2025-12-18,심산기념문화센터 2층 반포심산아트홀,서초문화재단,2025.12.18 0:00,2025.12.18 0:00,126.9912425,37.49883446,955030.0334355916,1944518.5547814665
기타,성북구,[성북문화예술교육센터] 모두 예술로 오픈테이블 - 연결되는 사이는 사이,2025-12-18~2025-12-18,성북문화예술교육센터 5층,성북문화재단,2025.12.18 0:00,2025.12.18 0:00,127.0497896,37.61024113,960264.3414566466,1956852.1542398676
클래식,강남구,[강남문화재단] 2025 살롱음악회 [Winter Classic],2025-12-18~2025-12-18,라움아트센터 체임버홀,강남문화재단,2025.12.18 0:00,2025.12.18 0:00,127.0397754,37.50839127,959325.1519487504,1945556.7390348737
국악,서초구,지순자의 민요 길라잡이 Ⅱ,2025-12-18~2025-12-18,국립국악원 풍류사랑방,국립국악원,2025.12.18 0:00,2025.12.18 0:00,127.0098185,37.47771881,956659.8114596568,1942167.1973499504
클래식,서초구,[서울시립교향악단] 2025 서울시향 얍 판 츠베덴의 베토벤 [합창] ①,2025-12-18~2025-12-18,예술의전당 콘서트홀,서울시립교향악단,2025.12.18 0:00,2025.12.18 0:00,127.0142152,37.4802402,957049.9983933078,1942444.914082444
교육/체험,구로구,[서울아트책보고] 그림책 몸짓: 나는 컵이 아니야,2025-12-18~2025-12-18,서울아트책보고 열린무대,서울아트책보고,2025.12.18 0:00,2025.12.18 0:00,126.8670887,37.49821257,944055.292337661,1944516.1196441173
국악,서초구,신현식 아쟁 독주회 [위로],2025-12-18~2025-12-18,국립국악원 우면당 ,국립국악원,2025.12.18 0:00,2025.12.18 0:00,127.0098185,37.47771881,956659.8114596568,1942167.1973499504
국악,동대문구,권송희 [소금] - 수림뉴웨이브2025,2025-12-18~2025-12-18,수림문화재단 김희수SPACE1,기타,2025.12.18 0:00,2025.12.18 0:00,127.0428195,37.59070597,959638.6036251442,1954687.7901746745
교육/체험,노원구,[서울시립 사진미술관] PhotoSeMA 2기 도슨트 양성교육,2025-12-18~2025-12-18,서울시립 북서울미술관 B1 스튜디오2,서울시립미술관,2025.12.18 0:00,2025.12.18 0:00,127.0668656,37.64066045,961787.05599691,1960219.9602199816
클래식,송파구,[함신익과 심포니 송] 마스터즈 시리즈 X [송년음악회 기쁨의 노래],2025-12-18~2025-12-18,롯데콘서트홀,기타,2025.12.18 0:00,2025.12.18 0:00,127.1044469,37.51375196,965043.3727478888,1946125.4822905725
국악,강남구,채수현의 경기십이잡가 시리즈 2025 [십이잡가를 품은 춘향: 再],2025-12-18~2025-12-18,한국문화의집 코우스,기타,2025.12.18 0:00,2025.12.18 0:00,127.0604655,37.50682781,961152.951276826,1945374.5406356363
뮤지컬/오페라,강동구,[강동문화재단] 낭만바리케이트 작품 낭독회 [작곡열전2] : 뮤지컬 [이차원의 신],2025-12-18~2025-12-18,강동아트센터 소극장 드림,강동문화재단,2025.12.18 0:00,2025.12.18 0:00,127.1573425,37.55122046,969733.1318945776,1950264.040506302
뮤지컬/오페라,송파구,뮤지컬 [킹키부츠],2025-12-17~2026-03-29,샤롯데씨어터,기타,2025.12.17 0:00,2026.3.29 0:00,127.0981418,37.51130961,964485.0059141224,1945856.8804430924
전시/미술,서초구,[서초문화재단] 서리풀 휴(休) 갤러리 [서리풀페스티벌 사생대회 수상작 전시],2025-12-17~2026-01-17,"심산기념문화센터 B1, 서리풀 휴(休) 갤러리",서초문화재단,2025.12.17 0:00,2026.1.17 0:00,126.9916993,37.49904353,955070.5363330572,1944541.5316311328
전시/미술,강남구,"거인의 식탁 Feast of the Giant, 김진 개인전",2025-12-17~2026-01-09,"갤러리 플래닛 (서울시 강남구 압구정로 71길 14,2층)",기타,2025.12.17 0:00,2026.1.9 0:00,127.0459008,37.52751645,959876.7620813588,1947675.9307365208
무용,종로구,[세종문화회관] 유니버설발레단 [호두까기인형],2025-12-17~2025-12-28,세종대극장,세종문화회관,2025.12.17 0:00,2025.12.28 0:00,126.9760053,37.5726241,953728.7969967966,1952712.5005738556
전시/미술,광진구,"[세종뮤지엄갤러리] 전통을 담고, 깊이를 담다 Embracing Tradition, Embracing Depth",2025-12-17~2025-12-28,"세종뮤지엄갤러리 1, 2관",기타,2025.12.17 0:00,2025.12.28 0:00,127.0745756,37.55079808,962422.1046861964,1950247.0460131797
영화,은평구,[서울문화예술교육센터 은평] 원데이 [클래식 기초 발레]_12월,2025-12-17~2025-12-17,서울문화예술교육센터 은평 3층 댄스스튜디오1,서울문화재단,2025.12.17 0:00,2025.12.17 0:00,126.8937824,37.5851271,946477.0127885664,1954143.3233535227
전시/미술,종로구,[종로문화재단] 금빛으로 지은 옷을 여미다,2025-12-16~2026-06-26,배화여자대학교 도서관 1층 전통문화전시실,종로문화재단,2025.12.16 0:00,2026.6.26 0:00,126.9672919,37.57954401,952963.7099686752,1953484.558820664
전시/미술,중구,[서울시립미술관 서소문본관] 근접한 세계,2025-12-16~2026-03-29,"서울시립미술관 서소문본관 2,3층 전시실, 프로젝트 갤러리, 크리스탈 갤러리",서울시립미술관,2025.12.16 0:00,2026.3.29 0:00,126.9736993,37.56410607,953519.8719542116,1951768.6046231077
교육/체험,노원구,[서울시립 북서울미술관] Buk SeMA 어린이 방학 프로그램 [배낭 탐험가!],2025-12-16~2026-02-27,"서울시립 북서울미술관 B1 전시실 5, 6",서울시립미술관,2025.12.16 0:00,2026.2.27 0:00,127.0668656,37.64066045,961787.05599691,1960219.9602199816
전시/미술,마포구,[마포문화재단] 2025 꿈의 스튜디오 마포 - 예술교육 프로그램 [우리가 꿈이 되는 순간],2025-12-16~2025-12-21,마포아트센터 갤러리맥,마포문화재단,2025.12.16 0:00,2025.12.21 0:00,126.9455338,37.54990609,951023.1291955884,1950207.4899084808
콘서트,성동구,[성동문화재단] 소월 아트갤러리 콘서트 - 시즌Ⅰ,2025-12-16~2025-12-16,소월아트홀,성동문화재단,2025.12.16 0:00,2025.12.16 0:00,127.0360064,37.55930723,959019.9143347088,1951207.2066893373
교육/체험,은평구,"[서울문화예술교육센터 은평] 원데이 [당신의 움직임을 예술로, 메디컬 바레]_12월",2025-12-16~2025-12-16,서울문화예술교육센터 은평 3층 댄스스튜디오1 ,서울문화재단,2025.12.16 0:00,2025.12.16 0:00,126.8937824,37.5851271,946477.0127885664,1954143.3233535227
콘서트,종로구,[서울역사박물관] 재능나눔콘서트 [크리스마스 스페셜 콘서트],2025-12-16~2025-12-16,서울역사박물관 1층 로비,서울역사박물관,2025.12.16 0:00,2025.12.16 0:00,126.9705237,37.57050753,953243.4191009022,1952480.39082138
콘서트,양천구,[영등포문화재단] 도림 생활문화센터 [2025 도림나잇-쇼 앤 재즈],2025-12-16~2025-12-16,도림 생활문화센터,영등포문화재단,2025.12.16 0:00,2025.12.16 0:00,126.9080505,37.5099912,947684.269155046,1945799.330873209
교육/체험,중구,[서울도서관] 글쓰기와 감각의 교육 - 도서관에서 배우는 포용의 언어,2025-12-16~2025-12-16,서울도서관 1층 생각마루,서울도서관,2025.12.16 0:00,2025.12.16 0:00,126.9778292,37.56631742,953885.9689686766,1952011.9084252336
영화,서초구,[서초문화재단] 2025 심산 영화관 [닥터 지바고],2025-12-16~2025-12-16,심산기념문화센터 반포심산아트홀,서초문화재단,2025.12.16 0:00,2025.12.16 0:00,126.9912425,37.49883446,955030.0334355916,1944518.5547814665
교육/체험,강남구,2025 강남구 평생학습센터 [크리스마스특강],2025-12-15~2025-12-19,"강남구 평생학습센터 4개소(논현,일원, 수서,개포)",강남구청,2025.12.15 0:00,2025.12.19 0:00,127.0474867,37.51756894,960011.580674124,1946571.6391635896
콘서트,종로구,[종로문화재단] 2025 어디나 스테이지 12월 공연,2025-12-15~2025-12-15,광화문아트홀,종로문화재단,2025.12.15 0:00,2025.12.15 0:00,126.964661,37.57420982,952728.0367048793,1952894.075764044
교육/체험,중구,[서울남산?돈화문국악당] 청년국악인 실무 특강,2025-12-15~2025-12-15,"10:00, 14:00",서울남산국악당,2025.12.15 0:00,2025.12.15 0:00,126.9907307,37.57725028,955031.9102333072,1953218.603279224
콘서트,종로구,2025 문화가 흐르는 서울광장 12월,2025-12-14~2025-12-14,광화문광장 특설무대,서울시청,2025.12.14 0:00,2025.12.14 0:00,126.9761683,37.57184786,953742.7106539224,1952626.300211319
전시/미술,종로구,[서울역사박물관] 한-캐나다 상호 문화교류의 해 기념 특별전 [BURTYNSKY: EXTRACTION / ABSTRACTION],2025-12-13~2026-03-02,서울역사박물관 기획전시실A,서울역사박물관,2025.12.13 0:00,2026.3.2 0:00,126.9705237,37.57050753,953243.4191009022,1952480.39082138
전시/미술,서대문구,슬미 앤드 재엔더플루이드 개인전 [흐르는 말처럼],2025-12-13~2025-12-29,갤러리인,기타,2025.12.13 0:00,2025.12.29 0:00,126.9269318,37.57514061,949397.0425806168,1953016.9942064013
전시/미술,서대문구,이나림 개인전 [눈이 타오르는 비탈],2025-12-13~2025-12-28,예술공간 의식주,기타,2025.12.13 0:00,2025.12.28 0:00,126.9309471,37.57645623,949752.4879093824,1953160.8012751287
클래식,성동구,겨울몽환 : Winter Reverie 2025,2025-12-13~2025-12-27,서울숲 스튜디오301,기타,2025.12.13 0:00,2025.12.27 0:00,127.0413188,37.54786264,959482.9145246868,1949935.188535644
교육/체험,종로구,[종로문화재단] 상촌재 겨울맞이 전통 의식주 교육 프로그램,2025-12-13~2025-12-14,상촌재 (서울시 종로구 자하문로 17길 12-11),종로문화재단,2025.12.13 0:00,2025.12.14 0:00,126.9696776,37.5818557,953175.8084309298,1953739.838381532
교육/체험,강서구,[강서문화원] 특별기획전 [프로메테우스展],2025-12-13~2025-12-14,강서아트리움 갤러리서,강서문화원,2025.12.13 0:00,2025.12.14 0:00,126.8376421,37.53754309,941483.1217112462,1948897.5514088664
연극,종로구,[세종문화회관] 제17기 시민연극교실 [햄릿],2025-12-13~2025-12-14,세종S씨어터,세종문화회관,2025.12.13 0:00,2025.12.14 0:00,126.9760053,37.5726241,953728.7969967966,1952712.5005738556
국악,관악구,[관악문화재단] 악단광칠 콘서트 [매우 춰라!],2025-12-13~2025-12-13,관악문화재단 관악아트홀,관악문화재단,2025.12.13 0:00,2025.12.13 0:00,126.9449624,37.46755336,950918.7635116624,1941071.2328111068
뮤지컬/오페라,종로구,[종로문화재단] 창신소담도서관 개관행사 가족뮤지컬,2025-12-13~2025-12-13,창신소담도서관 (종로구 창신길 83 1층),종로문화재단,2025.12.13 0:00,2025.12.13 0:00,127.010133,37.57532659,956744.016726934,1952996.0695186036
교육/체험,노원구,[노원문화재단] 2025 노원어린이극장 축제프로그램 [와따가따 가족극장],2025-12-13~2025-12-13,노원어린이극장,노원문화재단,2025.12.13 0:00,2025.12.13 0:00,127.0636923,37.65445005,961514.2088291164,1961751.161859373
교육/체험,노원구,[서울시립 북서울미술관] 나란히 보는 미술관 《크리스찬 히다카 : 하늘이 극장이 되고 극장이 하늘에 있으니》 展,2025-12-13~2025-12-13,"서울시립 북서울미술관 B1 전시실 5,6 스튜디오1",서울시립북서울미술관,2025.12.13 0:00,2025.12.13 0:00,127.0668656,37.64066045,961787.05599691,1960219.9602199816
교육/체험,도봉구,[도봉문화재단] 2025 마을극장 흰고무신 [따뜻한 행복 공예소],2025-12-13~2025-12-13,마을극장 흰고무신,도봉문화재단,2025.12.13 0:00,2025.12.13 0:00,127.0315428,37.66812722,958685.9335208548,1963282.2764881828
콘서트,은평구,[은평문화재단] 2025 패밀리위크 [라비던스 콘서트],2025-12-13~2025-12-13,은평문화예술회관 공연장,은평문화재단,2025.12.13 0:00,2025.12.13 0:00,126.9279017,37.60369969,949501.9867598976,1956184.9809773865
뮤지컬/오페라,종로구,[세종문화회관] 25세종시즌 [오페라 갈라],2025-12-13~2025-12-13,세종대극장,세종문화회관,2025.12.13 0:00,2025.12.13 0:00,126.9760053,37.5726241,953728.7969967966,1952712.5005738556
콘서트,구로구,[구로문화재단] 2025 오류아트홀 연말 기획공연 [짙은 콘서트],2025-12-13~2025-12-13,오류아트홀,구로문화재단,2025.12.13 0:00,2025.12.13 0:00,126.8460358,37.49535812,942192.1495411412,1944212.1564703216
클래식,서초구,[서울시립교향악단] 2025 서울시향과 함께하는 미라클(美樂Classic) 서울 : 크리스마스 이야기,2025-12-13~2025-12-13,코엑스 별마당 도서관,서울시립교향악단,2025.12.13 0:00,2025.12.13 0:00,127.059159,37.51182391,961040.076085128,1945929.366482106
전시/미술,종로구,[서울시립 미술아카이브] 2025 서울시립 미술아카이브 대학연계프로그램 폴리오 스튜디오 결과보고전 《미완(완)》,2025-12-13~2025-12-13,서울시립 미술아카이브 나눔동 2층,서울시립미술관,2025.12.13 0:00,2025.12.13 0:00,126.9719018,37.60780084,953388.3794929348,1956617.23236168
영화,종로구,[서울생활문화센터 체부] 체부씨네마 4회차 - 겨울 실내 감성 상영회,2025-12-13~2025-12-13,서울생활문화센터 체부 (체부홀),서울생활문화센터-체부,2025.12.13 0:00,2025.12.13 0:00,126.9714894,37.5767085,953332.5677815544,1953167.87890043
콘서트,용산구,"2025 카즈미 타테이시 트리오 내한공연 [지브리, 재즈를 만나다-서울]",2025-12-13~2025-12-13,용산아트홀 대극장 미르,기타,2025.12.13 0:00,2025.12.13 0:00,126.9904788,37.53245229,954982.72703733,1948248.619216144
교육/체험,은평구,문예북흥 No.50 - '건축가 이타미 준의 수제자'이자 '아버지 이타미 준의 딸'인 건축가 유이화가 들려주는 『이타미 준 나의 건축』,2025-12-13~2025-12-13,이호철북콘서트홀,은평역사한옥박물관,2025.12.13 0:00,2025.12.13 0:00,126.9264997,37.6139965,949385.2123380104,1957328.1270995813
클래식,서초구,클라식한콰이어 제 2회 정기연주회 [별은 너에게로],2025-12-13~2025-12-13,로데아트센터 콘서트홀,기타,2025.12.13 0:00,2025.12.13 0:00,127.0103014,37.48313365,956705.632449284,1942767.7156087507
영화,중랑구,[중랑문화재단] 들썩들썩 신내마실 영화제 [사랑의 하츄핑],2025-12-13~2025-12-13,중랑구청 지하 대강당,중랑문화재단,2025.12.13 0:00,2025.12.13 0:00,127.0927248,37.60656359,964052.0580524747,1956426.8420683024
콘서트,성북구,[성북문화재단] 윈터콘서트 [브로콜리너마저: 어떤 노래는 날개를 달고],2025-12-13~2025-12-13,"꿈빛극장 (서울 성북구 길음로7길 20, 서울성북미디어문화마루 4층)",성북문화재단,2025.12.13 0:00,2025.12.13 0:00,127.0222037,37.60375521,957825.9283998072,1956144.6032435545
기타,강북구,[윤극영가옥] 제3회 윤극영 동요자랑,2025-12-13~2025-12-13,더뮤직 스튜디오 (강북구 노해로 109 4층),기타,2025.12.13 0:00,2025.12.13 0:00,127.0236794,37.64515861,957979.4996372404,1960737.4819282657
전시/미술,중구,[서울디자인재단] DDP 청년 창작자 그룹전시 [Next Hi-Light]展,2025-12-12~2026-03-31,"DDP 뮤지엄 둘레길 C구간(2F~4F), 둘레길 갤러리(3F), 갤러리문",동대문디자인플라자(DDP),2025.12.12 0:00,2026.3.31 0:00,127.0097797,37.56735732,956708.2068994156,1952112.0812737872
